987102691eb1d11d7f816e67c9184f189a43d289536fda30ebe4b877374393da75c29, Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,Checked,1,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,1,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,Checked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,first,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,second,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,Checked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
38553fc8624e84ded5c544550da80e3c0921e25ae6bc5a6c335f34a82873abf9ce83e, 1,1/13/2026 10:00 AM,1/13/2026 10:02 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,Checked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,6,T/F,,Something can be both New and Improved,False,1,True,UnChecked,1,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,6,T/F,,Something can be both New and Improved,False,1,False,Checked,1,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,1,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,2,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,Checked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,Checked,0,1
209607e0d95f1b95f4e8d0bf4bbe2c47843015a576dc7f61189c43d2e3c0d1807636a, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Sigma,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,Bibek,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,1,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,UnChecked,1,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,Checked,1,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,1,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,Checked,0,1
65884a9496b9a1b7ce57a0ae5b1284d19267acfff0d77fffa468cabe7fe83f73699ef, 1,1/13/2026 9:59 AM,1/13/2026 10:01 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,6,T/F,,Something can be both New and Improved,False,1,True,UnChecked,1,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,6,T/F,,Something can be both New and Improved,False,1,False,Checked,1,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Among,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,Us,0,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1
68143991b153b766af2bbf4c7359f730e201fc2eb7b19674158b1f168aa798d7108d4, 1,1/13/2026 10:03 AM,1/13/2026 10:04 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
